0,0,0,146.281006,121.360001
0,0,1,146.137268,120.850014
0,0,2,145.966492,120.349449
0,0,3,145.768951,119.858330
0,0,4,145.544922,119.376678
0,0,5,145.294678,118.904526
0,0,6,145.018509,118.441902
0,0,7,144.716690,117.988831
0,0,8,144.389496,117.545334
0,0,9,144.037216,117.111450
0,0,10,143.660110,116.687202
0,0,11,143.258484,116.272606
0,0,12,142.832596,115.867699
0,0,13,142.382736,115.472511
0,0,14,141.909180,115.087059
0,0,15,141.412201,114.711380
0,0,16,140.892090,114.345497
0,0,17,140.349121,113.989433
0,0,18,139.783585,113.643211
0,0,19,139.195740,113.306877
0,0,20,138.585876,112.980438
0,0,21,137.954285,112.663933
0,0,22,137.301224,112.357376
0,0,23,136.626968,112.060814
0,0,24,135.931824,111.774254
0,0,25,135.216064,111.497734
0,0,26,134.479950,111.231277
0,0,27,133.723785,110.974915
0,0,28,132.947830,110.728661
0,0,29,132.152359,110.492561
0,0,30,131.337677,110.266632
0,0,31,130.504044,110.050896
0,0,32,129.651733,109.845390
0,0,33,128.781052,109.650139
0,0,34,127.892258,109.465164
0,0,35,126.985626,109.290497
0,0,36,126.061455,109.126160
0,0,37,125.120010,108.972183
0,0,38,124.161575,108.828598
0,0,39,123.186432,108.695419
0,0,40,122.194855,108.572693
0,0,41,121.187126,108.460426
0,0,42,120.163521,108.358658
0,0,43,119.124329,108.267403
0,0,44,118.069817,108.186707
0,0,45,117.000267,108.116577
0,0,46,115.915970,108.057060
0,0,47,114.817192,108.008163
0,0,48,113.704216,107.969925
0,0,49,112.577324,107.942375
0,0,50,111.436790,107.925529
0,0,51,110.282906,107.919426
0,0,52,109.115936,107.924080
0,0,53,107.936165,107.939529
0,0,54,106.743874,107.965797
0,0,55,105.539345,108.002907
0,0,56,104.322853,108.050888
0,0,57,103.094673,108.109764
0,0,58,101.855095,108.179573
0,0,59,100.604393,108.260330
0,0,60,99.342850,108.352066
0,0,61,98.070740,108.454811
0,0,62,96.788338,108.568588
0,0,63,95.495934,108.693420
0,0,64,94.193802,108.829346
0,0,65,92.882225,108.976379
0,0,66,91.561478,109.134560
0,0,67,90.231842,109.303902
0,0,68,88.893593,109.484444
0,0,69,87.547020,109.676201
0,0,70,86.192390,109.879211
0,0,71,84.829994,110.093498
0,0,72,83.460106,110.319084
0,0,73,82.083000,110.556000
0,0,74,80.875000,112.924004
0,0,75,80.373322,113.945198
0,0,76,79.876175,114.960823
0,0,77,79.382240,115.971306
0,0,78,78.890205,116.977081
0,0,79,78.398758,117.978569
0,0,80,77.906601,118.976204
0,0,81,77.412407,119.970413
0,0,82,76.914871,120.961624
0,0,83,76.412689,121.950272
0,0,84,75.904541,122.936783
0,0,85,75.389114,123.921585
0,0,86,74.865112,124.905106
0,0,87,74.331207,125.887787
0,0,88,73.786095,126.870041
0,0,89,73.228462,127.852303
0,0,90,72.656998,128.835007
0,0,91,72.100883,129.773956
0,0,92,71.537994,130.709717
0,0,93,70.966034,131.640167
0,0,94,70.382706,132.563217
0,0,95,69.785713,133.476776
0,0,96,69.172737,134.378738
0,0,97,68.541496,135.266998
0,0,98,67.889687,136.139465
0,0,99,67.215004,136.994034
0,0,100,66.515152,137.828613
0,0,101,65.787819,138.641098
0,0,102,65.030724,139.429398
0,0,103,64.241547,140.191391
0,0,104,63.417999,140.925003
0,0,105,62.532883,141.628769
0,0,106,61.634731,142.240479
0,0,107,60.725529,142.760696
0,0,108,59.807243,143.189972
0,0,109,58.881855,143.528900
0,0,110,57.951344,143.778030
0,0,111,57.017689,143.937943
0,0,112,56.082859,144.009186
0,0,113,55.148838,143.992355
0,0,114,54.217602,143.888016
0,0,115,53.291130,143.696732
0,0,116,52.371391,143.419067
0,0,117,51.460373,143.055588
0,0,118,50.560047,142.606873
0,0,119,49.672390,142.073486
0,0,120,48.799385,141.456009
0,0,121,47.943001,140.755005
0,0,122,47.133163,140.018250
0,0,123,46.353458,139.256836
0,0,124,45.601009,138.473114
0,0,125,44.872948,137.669403
0,0,126,44.166401,136.848068
0,0,127,43.478500,136.011444
0,0,128,42.806374,135.161880
0,0,129,42.147152,134.301697
0,0,130,41.497959,133.433243
0,0,131,40.855930,132.558884
0,0,132,40.218189,131.680923
0,0,133,39.581867,130.801727
0,0,134,38.944096,129.923645
0,0,135,38.301998,129.048996
0,0,136,37.718452,128.225342
0,0,137,36.978626,127.135246
0,0,138,36.172234,125.921783
0,0,139,35.389000,124.727997
0,0,140,34.118450,125.311241
0,0,141,32.866520,125.899887
0,0,142,31.633539,126.493721
0,0,143,30.419828,127.092514
0,0,144,29.225712,127.696068
0,0,145,28.051516,128.304153
0,0,146,26.897560,128.916550
0,0,147,25.764172,129.533051
0,0,148,24.651672,130.153427
0,0,149,23.560389,130.777481
0,0,150,22.490643,131.404984
0,0,151,21.442759,132.035721
0,0,152,20.417061,132.669479
0,0,153,19.413872,133.306030
0,0,154,18.433517,133.945160
0,0,155,17.476320,134.586670
0,0,156,16.542604,135.230331
0,0,157,15.632695,135.875916
0,0,158,14.746914,136.523224
0,0,159,13.885587,137.172028
0,0,160,13.049036,137.822113
0,0,161,12.237587,138.473282
0,0,162,11.451563,139.125290
0,0,163,10.691287,139.777924
0,0,164,9.957085,140.430984
0,0,165,9.249278,141.084244
0,0,166,8.568192,141.737473
0,0,167,7.914152,142.390488
0,0,168,7.287479,143.043045
0,0,169,6.688498,143.694931
0,0,170,6.117534,144.345947
0,0,171,5.574910,144.995850
0,0,172,5.060950,145.644440
0,0,173,4.575977,146.291504
0,0,174,4.120317,146.936798
0,0,175,3.694292,147.580139
0,0,176,3.298227,148.221298
0,0,177,2.932446,148.860062
0,0,178,2.597271,149.496201
0,0,179,2.293029,150.129501
0,0,180,2.020041,150.759750
0,0,181,1.778633,151.386749
0,0,182,1.569127,152.010254
0,0,183,1.391849,152.630051
0,0,184,1.247121,153.245941
0,0,185,1.135268,153.857697
0,0,186,1.056614,154.465088
0,0,187,1.011483,155.067932
0,0,188,1.000198,155.665970
0,0,189,1.023083,156.259018
0,0,190,1.080462,156.846863
0,0,191,1.172660,157.429260
0,0,192,1.300000,158.005997
0,0,193,1.432462,158.479553
0,0,194,1.588234,158.944992
0,0,195,1.767092,159.402313
0,0,196,1.968813,159.851486
0,0,197,2.193173,160.292480
0,0,198,2.439950,160.725281
0,0,199,2.708919,161.149872
0,0,200,2.999859,161.566208
0,0,201,3.312545,161.974304
0,0,202,3.646755,162.374115
0,0,203,4.002264,162.765625
0,0,204,4.378850,163.148819
0,0,205,4.776290,163.523651
0,0,206,5.194361,163.890137
0,0,207,5.632838,164.248230
0,0,208,6.091499,164.597916
0,0,209,6.570121,164.939163
0,0,210,7.068480,165.271957
0,0,211,7.586353,165.596283
0,0,212,8.123517,165.912125
0,0,213,8.679749,166.219437
0,0,214,9.254825,166.518204
0,0,215,9.848521,166.808426
0,0,216,10.460616,167.090073
0,0,217,11.090885,167.363098
0,0,218,11.739106,167.627502
0,0,219,12.405055,167.883270
0,0,220,13.088509,168.130371
0,0,221,13.789244,168.368790
0,0,222,14.507037,168.598480
0,0,223,15.241666,168.819443
0,0,224,15.992906,169.031662
0,0,225,16.760534,169.235107
0,0,226,17.544329,169.429749
0,0,227,18.344065,169.615570
0,0,228,19.159519,169.792557
0,0,229,19.990471,169.960693
0,0,230,20.836693,170.119934
0,0,231,21.697966,170.270264
